Object Tracking Data File Wed, Oct 16, 2019 10:42 AM
X (pixels)  	Y (pixels)  
801.07	371.60
808.48	369.26
805.88	366.22
798.72	366.08
796.88	360.88
803.57	359.55
800.00	361.64
799.06	365.93
799.21	370.19
806.76	373.67
803.08	372.30
803.83	372.36
812.44	361.86
813.94	365.35
811.61	367.11
806.86	358.67
801.56	353.78
804.21	343.85
802.61	345.19
799.80	347.48
808.92	346.93
810.57	344.02
805.25	337.15
803.09	339.56
799.00	341.74
792.98	344.47
786.50	338.44
774.58	337.98
774.30	333.45
770.05	343.72
771.04	340.57
770.49	347.25
772.84	350.28
770.10	353.03
774.75	354.55
776.54	358.12
775.72	362.16
769.07	363.41
774.85	356.71
774.03	356.03
769.24	364.07
766.64	355.89
774.67	352.90
0.00	0.00
779.86	355.52
781.32	354.21
781.65	354.62
777.71	362.24
774.16	362.24
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
732.34	380.39
731.62	375.25
733.00	370.16
738.12	364.42
736.84	362.82
734.15	362.29
728.52	364.38
0.00	0.00
0.00	0.00
731.00	376.04
729.58	378.53
729.14	370.74
0.00	0.00
729.46	373.05
731.15	372.37
0.00	0.00
0.00	0.00
722.33	361.84
0.00	0.00
0.00	0.00
0.00	0.00
