Object Tracking Data File Wed, Oct 16, 2019 10:14 AM
X (pixels)  	Y (pixels)  
1106.43	652.05
1107.98	653.37
1106.51	650.58
1106.84	653.00
1106.89	649.98
1106.12	649.49
1106.71	651.42
1108.74	651.55
1106.49	651.19
1106.84	651.39
1106.62	651.88
1106.31	652.84
1106.21	650.53
1106.61	651.84
1106.24	651.43
1108.31	651.50
1107.08	654.43
1106.60	653.36
1109.03	653.01
1106.90	653.47
1105.87	651.69
1107.86	651.99
1106.55	651.49
1107.46	652.44
1106.41	652.46
1106.58	651.33
1107.07	654.29
1107.05	652.75
1106.48	650.44
1106.98	651.11
1106.80	651.47
1106.75	652.43
1106.15	650.05
1106.69	654.29
1106.69	651.70
1107.03	652.37
1106.51	649.87
1106.51	652.23
1106.86	652.58
1106.23	653.10
1106.92	653.59
1106.32	651.87
1107.12	652.73
1106.41	651.55
1107.00	647.83
1107.18	649.88
0.00	0.00
0.00	0.00
1106.86	651.89
0.00	0.00
1106.80	652.76
1106.95	652.73
1106.55	652.89
1106.77	650.73
1107.10	652.61
1107.28	652.72
1106.89	654.52
0.00	0.00
1106.89	650.95
1107.28	648.54
1106.23	654.69
1106.72	653.38
1106.61	652.84
1106.53	647.56
1107.69	653.04
1106.81	653.21
0.00	0.00
1106.97	650.55
1106.99	652.48
1106.57	653.24
0.00	0.00
0.00	0.00
0.00	0.00
1106.39	652.35
1107.34	652.91
1106.67	654.52
1107.32	651.50
0.00	0.00
1107.25	650.09
1106.87	654.17
1106.95	652.57
1105.93	653.25
0.00	0.00
0.00	0.00
0.00	0.00
1106.24	654.09
1107.19	653.79
0.00	0.00
0.00	0.00
0.00	0.00
1106.74	655.24
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
1106.61	655.02
0.00	0.00
1107.46	653.58
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
1107.57	651.59
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
