Object Tracking Data File Wed, Oct 16, 2019 11:11 AM
X (pixels)  	Y (pixels)  
382.43	305.90
382.04	308.13
382.68	303.73
378.79	303.71
381.42	301.17
378.90	296.68
381.19	301.52
381.94	299.80
373.82	297.80
373.16	299.35
371.03	299.46
370.74	301.43
365.73	295.71
364.24	293.26
361.39	293.55
357.28	298.26
351.74	296.45
354.08	297.56
351.12	294.28
349.19	293.61
351.12	299.13
350.42	302.37
350.94	306.14
349.86	307.45
354.58	299.77
350.78	294.73
353.54	291.13
353.02	295.97
352.64	298.63
354.07	297.23
354.35	296.88
354.33	297.50
354.25	298.03
354.19	297.99
353.87	296.01
354.12	297.05
354.07	297.10
354.12	297.21
354.33	297.32
354.15	296.94
354.19	297.10
354.26	297.16
354.09	297.22
354.30	297.09
353.93	297.19
354.16	297.25
354.19	297.04
354.18	296.99
354.08	297.12
354.16	296.97
354.31	297.17
354.35	297.16
354.20	297.32
354.35	297.12
354.20	296.99
354.18	297.02
354.37	297.05
354.12	297.16
354.17	297.09
354.25	297.07
354.23	297.25
354.33	297.09
353.63	296.86
354.22	297.09
354.27	297.00
354.16	297.12
354.35	296.80
354.05	296.90
354.07	297.18
354.40	296.89
354.40	296.84
353.87	296.84
354.50	296.96
353.82	296.87
354.31	297.18
354.17	297.17
354.44	296.91
353.93	297.05
354.24	297.14
353.61	296.45
354.31	297.38
353.90	296.96
354.33	296.91
354.01	296.93
353.82	296.89
354.14	297.03
354.09	296.70
353.98	296.74
354.19	297.03
354.41	296.87
353.96	296.72
354.21	296.99
354.23	296.99
354.06	296.68
354.45	296.95
353.95	296.80
354.12	297.04
354.16	296.72
354.38	297.18
354.29	296.92
353.92	296.82
354.34	296.79
354.02	296.54
354.12	297.20
354.10	296.87
354.03	296.59
354.16	297.04
353.87	296.85
354.02	297.24
354.42	296.90
354.17	296.66
354.37	296.89
354.39	297.10
354.46	297.01
354.25	296.99
354.46	297.32
354.29	297.00
354.19	297.12
354.17	297.08
353.87	296.83
