Object Tracking Data File Wed, Oct 16, 2019 11:14 AM
X (pixels)  	Y (pixels)  
540.49	77.96
540.55	78.15
540.63	77.85
540.72	78.07
540.34	78.15
540.34	78.20
540.25	78.43
540.34	78.19
540.30	78.06
540.42	78.09
540.57	77.87
540.33	78.18
540.55	77.91
540.41	78.10
540.43	78.01
540.55	77.95
540.45	78.09
540.54	78.06
540.51	78.07
540.42	78.01
540.44	77.91
540.52	78.22
540.39	78.16
540.38	77.91
540.38	77.99
540.70	78.05
540.60	77.85
540.49	77.95
540.48	77.81
540.59	77.98
540.44	77.91
540.68	78.17
540.59	78.63
540.47	78.57
540.20	77.01
540.51	78.10
540.54	77.87
540.44	77.90
540.52	78.05
540.68	77.64
540.48	77.94
540.50	77.78
540.43	77.91
540.22	77.97
540.45	77.70
540.48	77.90
540.21	77.87
540.38	77.89
540.37	77.92
540.40	77.93
540.62	77.93
540.51	77.46
540.33	78.02
540.43	78.05
540.38	77.74
540.31	77.55
540.27	77.90
540.36	77.74
540.50	77.90
540.31	78.01
540.35	77.96
540.39	77.71
540.59	77.68
540.28	77.83
540.36	77.74
540.46	77.62
540.24	77.65
540.67	77.57
540.62	77.71
540.48	78.01
540.67	77.55
540.51	77.50
540.47	77.64
540.30	77.55
540.47	77.79
540.40	77.78
540.43	77.56
540.67	77.30
540.53	77.57
540.57	77.16
540.53	77.86
540.36	77.57
540.71	77.44
540.56	77.32
540.53	77.39
540.46	77.61
540.54	77.49
540.45	77.56
540.40	77.72
540.41	77.55
540.39	77.71
540.54	77.58
540.73	77.57
540.49	77.46
540.63	77.61
540.47	77.39
540.32	77.41
540.64	77.46
540.34	77.74
540.65	77.48
540.65	77.44
540.58	77.27
540.57	77.55
540.63	77.67
540.58	77.72
540.52	77.54
540.84	77.50
540.40	77.68
540.55	77.45
540.56	77.43
540.48	77.43
540.61	77.35
540.51	77.86
540.58	77.70
540.48	77.77
540.70	77.50
540.65	77.75
540.61	77.35
540.42	77.64
540.50	77.21
