Object Tracking Data File Wed, Oct 16, 2019 11:02 AM
X (pixels)  	Y (pixels)  
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
119.00	13.00
125.00	13.00
125.00	13.00
134.00	13.00
139.83	40.95
134.00	13.00
139.91	40.93
134.00	13.00
139.59	41.26
134.00	13.00
139.96	40.69
134.00	13.00
139.75	40.92
134.00	13.00
139.74	40.79
134.00	13.00
139.98	40.98
134.00	13.00
139.68	40.93
134.00	13.00
139.65	40.86
125.00	13.00
125.00	13.00
134.00	13.00
139.61	40.49
134.00	13.00
139.89	40.56
134.00	13.00
139.70	40.78
134.00	13.00
139.63	40.91
134.00	13.00
139.59	40.88
134.00	13.00
139.86	40.82
134.00	13.00
139.62	40.86
134.00	13.00
139.79	40.78
134.00	13.00
139.74	40.59
125.00	13.00
125.00	13.00
134.00	13.00
139.81	40.95
134.00	13.00
139.83	40.92
134.00	13.00
139.83	40.47
134.00	13.00
139.80	40.88
134.00	13.00
139.73	40.65
134.00	13.00
139.78	40.98
134.00	13.00
139.99	40.86
134.00	13.00
139.91	40.94
134.00	13.00
139.82	40.61
125.00	13.00
125.00	13.00
134.00	13.00
139.60	40.71
134.00	13.00
139.57	40.62
134.00	13.00
139.76	40.68
134.00	13.00
139.87	40.55
134.00	13.00
139.90	40.61
134.00	13.00
139.75	41.01
134.00	13.00
139.75	40.91
134.00	13.00
139.80	41.08
134.00	13.00
139.74	40.67
125.00	13.00
125.00	13.00
134.00	13.00
139.73	40.41
134.00	13.00
139.86	40.63
134.00	13.00
140.01	40.48
134.00	13.00
139.95	40.69
134.00	13.00
139.57	40.29
134.00	13.00
140.10	40.52
134.00	13.00
139.87	40.41
134.00	13.00
139.74	40.48
134.00	13.00
139.69	40.63
