Object Tracking Data File Wed, Oct 16, 2019 11:20 AM
X (pixels)  	Y (pixels)  
260.44	241.06
260.80	240.96
260.81	241.19
261.01	240.99
260.58	240.81
260.95	240.37
260.66	240.82
260.88	240.38
260.48	241.17
260.61	240.89
261.00	240.74
261.15	240.85
260.89	240.96
261.27	240.89
260.63	240.72
260.41	240.97
260.77	240.59
260.86	241.32
261.01	241.07
260.88	240.70
260.85	240.93
260.64	241.14
260.59	240.64
261.15	241.00
260.83	240.77
261.12	240.97
260.35	240.17
261.03	240.91
261.38	240.79
260.46	240.39
261.12	240.83
260.80	240.77
261.00	240.53
260.57	240.76
261.03	240.83
261.06	240.94
260.93	240.15
260.89	240.24
260.89	241.05
260.96	240.89
260.65	240.74
260.64	240.33
260.96	240.83
260.52	240.87
260.28	240.78
260.65	240.78
261.25	240.35
261.28	240.77
0.00	0.00
260.29	240.90
261.09	240.08
260.78	240.78
261.11	240.74
260.76	240.74
261.48	240.05
260.42	240.88
260.92	240.38
261.08	240.73
260.93	240.11
261.00	240.28
261.24	240.40
260.75	240.49
261.05	240.31
260.95	240.62
261.23	240.45
261.30	240.26
261.06	240.98
260.98	240.67
260.65	240.04
260.98	240.37
261.22	240.43
260.58	240.63
261.10	240.33
260.93	240.79
261.26	240.95
260.86	240.65
0.00	0.00
260.88	240.22
261.33	240.65
260.69	240.67
260.02	240.58
260.80	240.82
261.12	241.00
261.25	239.96
261.00	240.45
261.57	240.37
261.09	240.45
261.06	240.84
260.72	240.26
261.80	240.37
260.96	240.65
261.56	240.78
0.00	0.00
0.00	0.00
260.64	240.25
261.29	240.40
261.24	240.70
261.47	240.67
261.12	240.36
260.98	240.48
260.39	240.24
261.15	240.67
260.98	240.81
260.72	240.57
0.00	0.00
261.24	240.56
261.02	241.00
261.33	240.18
0.00	0.00
260.60	240.26
261.12	240.98
0.00	0.00
260.52	240.68
261.40	240.75
261.20	240.38
260.56	240.44
260.20	239.59
0.00	0.00
260.48	240.27
0.00	0.00
