Object Tracking Data File Wed, Oct 16, 2019 11:07 AM
X (pixels)  	Y (pixels)  
762.55	393.40
762.43	393.11
762.27	393.00
762.49	393.36
762.67	393.04
762.31	392.41
762.61	393.06
762.45	393.20
762.33	393.05
762.62	393.94
762.62	392.96
762.43	392.51
762.48	393.02
762.40	392.79
762.37	392.72
762.49	392.59
762.46	393.29
762.40	392.96
762.45	393.04
762.39	392.97
762.48	393.10
762.42	393.10
762.37	392.97
762.40	393.25
762.43	392.77
762.37	392.93
762.14	392.87
762.47	393.37
762.53	392.88
762.40	393.13
762.36	392.87
762.39	393.20
762.17	392.71
762.37	393.59
762.39	393.40
762.33	393.41
762.36	393.00
762.22	392.51
762.69	392.79
762.53	392.70
762.32	392.77
762.25	392.43
762.38	393.30
762.24	392.91
762.41	393.33
762.39	392.97
762.64	393.59
762.26	392.23
762.82	394.76
762.31	393.19
762.98	393.80
762.61	393.70
762.42	392.84
762.34	392.02
762.43	393.96
762.65	393.30
763.93	400.90
762.14	391.16
0.00	0.00
0.00	0.00
763.52	401.24
761.54	390.87
767.75	419.81
762.74	393.57
762.24	393.23
763.95	401.08
762.40	392.57
762.47	393.00
762.64	393.43
762.36	393.06
762.73	393.04
762.62	393.61
762.39	392.99
762.43	392.77
762.39	392.18
762.49	392.87
762.54	393.58
762.54	393.12
762.48	392.85
762.60	393.11
762.27	392.13
762.21	392.33
762.68	393.04
763.26	396.78
763.35	398.83
762.41	392.68
762.65	393.28
762.47	392.86
762.40	392.84
762.50	393.08
762.23	392.26
762.63	393.06
762.23	392.61
762.54	393.22
762.48	392.87
762.82	394.32
762.59	392.94
762.42	393.08
762.46	392.49
762.40	392.85
762.38	392.72
762.60	392.72
762.68	392.72
762.60	392.88
762.40	392.80
762.40	392.86
762.28	392.57
762.50	392.84
762.50	392.96
762.59	392.53
762.61	392.79
762.58	393.09
762.65	392.74
762.54	392.86
762.39	392.47
762.27	392.71
762.32	392.78
762.37	392.90
762.57	392.77
762.31	392.70
