Object Tracking Data File Wed, Oct 16, 2019 10:50 AM
X (pixels)  	Y (pixels)  
564.50	131.47
564.74	131.68
564.79	131.70
564.67	131.90
564.73	131.02
564.56	131.49
564.67	131.64
564.57	132.08
564.60	131.00
564.58	131.79
564.62	131.41
564.57	131.67
564.71	131.49
564.81	131.31
564.97	131.70
564.78	131.18
564.72	131.10
564.58	131.72
564.60	131.74
564.60	131.51
565.10	132.98
565.02	133.22
564.47	130.52
564.72	132.08
564.69	131.59
565.20	133.96
564.82	131.26
564.66	131.28
564.69	131.60
564.48	131.13
564.78	131.43
564.44	131.73
564.67	131.36
564.66	131.05
564.70	131.77
564.49	131.26
564.59	131.71
564.62	131.40
564.38	131.41
570.96	166.19
572.03	171.55
571.72	172.25
571.02	169.65
571.23	168.44
571.06	168.87
570.82	168.11
571.03	168.33
570.95	167.20
570.47	163.67
569.58	159.52
569.43	158.90
569.71	159.19
569.11	157.25
568.97	155.33
567.98	151.67
567.58	148.73
567.38	146.48
567.40	146.44
567.14	145.93
567.18	145.88
567.09	144.84
567.18	145.29
567.11	144.20
566.78	144.06
566.94	144.08
566.75	144.58
566.54	141.69
566.07	139.50
570.10	161.02
568.93	157.52
569.31	157.00
569.01	156.67
568.99	156.68
569.05	156.92
568.96	156.73
568.86	156.60
568.88	156.35
569.30	156.78
568.91	155.73
568.76	156.39
568.89	156.02
569.21	155.87
563.63	127.82
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
0.00	0.00
