Object Tracking Data File Wed, Oct 02, 2019 11:35 AM
X (pixels)  	Y (pixels)  
1159.27	153.50
1158.08	152.96
1157.59	152.77
1158.53	153.18
1158.57	153.30
1157.83	153.14
1157.20	152.22
1158.09	153.26
1158.56	154.20
1158.13	153.43
1158.71	153.71
1158.71	152.79
1158.39	152.89
1158.21	152.98
1158.29	153.42
1158.04	153.10
1158.64	153.04
1158.24	153.07
1158.30	152.45
1158.72	153.22
1158.87	153.39
1158.07	152.94
1158.36	153.04
1159.01	152.78
1158.78	153.10
1157.88	152.48
1157.71	153.30
1158.55	153.28
1158.04	152.96
1158.70	152.68
1157.70	150.98
1157.22	152.53
1157.92	152.93
1158.43	152.60
1158.17	152.43
1158.32	152.93
1157.92	151.96
1158.51	153.03
1158.59	153.03
1158.17	152.59
1158.68	153.94
1158.33	152.02
1158.08	152.30
1158.40	152.62
1157.85	152.18
1158.77	152.77
1158.43	152.39
1158.47	152.03
1158.11	152.54
1159.10	152.59
1158.65	151.85
1158.37	152.60
1157.95	152.07
1158.15	152.42
1159.04	152.63
1158.71	151.79
1159.29	152.35
1158.50	152.47
1158.23	151.89
1158.51	151.95
1159.19	152.57
1158.80	152.81
1158.38	152.03
1158.24	152.21
1158.89	152.62
1158.28	152.43
1158.05	152.74
1158.83	151.58
1158.87	151.89
1159.06	152.26
1159.24	152.71
1157.89	151.61
1158.33	151.59
1159.11	152.70
1158.43	152.24
1158.62	151.89
1158.37	151.74
1158.51	151.21
1158.70	154.45
1158.44	151.93
1158.44	152.06
1158.08	151.62
1158.62	152.28
1158.49	151.32
1158.37	152.21
1158.27	151.93
1158.67	151.98
1158.03	151.67
1158.21	150.46
1157.88	152.14
1157.79	151.98
1158.52	151.78
1158.29	151.73
0.00	0.00
1158.55	151.94
1158.32	151.87
1158.56	151.94
1158.66	152.10
1158.38	151.36
1158.27	151.67
1158.13	151.17
1158.22	151.88
1158.11	151.46
1158.62	152.20
1158.35	151.62
1158.80	152.09
1158.43	151.47
1158.71	152.12
0.00	0.00
1158.18	151.54
1157.84	151.12
1158.16	151.68
1158.44	151.46
1158.19	151.75
1158.85	152.05
1158.22	151.57
1157.98	151.00
1158.43	151.90
0.00	0.00
0.00	0.00
