Object Tracking Data File Wed, Oct 02, 2019 11:50 AM
X (pixels)  	Y (pixels)  
855.71	574.66
855.93	574.89
855.75	574.70
855.87	574.92
855.58	574.11
855.76	574.36
855.92	574.29
855.69	574.23
855.53	574.06
855.57	574.23
855.74	574.48
855.51	574.52
855.74	574.34
855.58	574.39
855.52	574.36
855.49	574.33
855.58	574.16
855.64	574.33
855.50	573.89
855.58	573.98
855.64	574.14
855.47	574.29
855.41	573.71
855.45	573.87
855.52	573.75
855.39	573.45
855.32	573.62
855.36	573.69
855.41	573.72
855.33	573.57
855.39	573.46
855.62	573.56
855.45	573.62
855.47	573.31
855.68	573.89
855.37	573.74
855.36	573.54
855.31	573.82
855.45	573.80
855.35	573.60
855.44	573.77
855.47	573.78
855.35	573.48
855.12	573.47
855.28	573.50
855.13	573.59
855.22	573.58
855.55	573.81
855.26	573.40
855.65	573.72
855.42	573.37
855.45	573.70
855.53	573.50
855.56	573.66
855.31	573.14
855.49	573.63
855.33	573.66
855.49	573.80
855.27	573.62
855.39	573.46
855.03	571.27
855.15	571.70
854.99	571.42
855.09	571.59
855.46	571.55
855.44	571.91
854.96	571.46
855.14	571.39
855.23	571.41
854.86	571.26
855.30	571.42
855.16	571.54
854.74	571.32
855.05	571.90
854.91	571.35
855.19	571.91
854.87	571.49
854.93	571.43
854.92	571.25
855.02	571.51
854.84	570.89
854.92	571.34
855.40	573.13
855.12	571.93
854.90	572.26
855.32	572.44
855.22	572.32
854.85	571.96
855.45	572.15
855.17	572.16
855.11	572.16
855.36	572.39
855.29	572.11
855.24	571.91
854.84	572.21
854.97	571.88
855.07	571.89
854.79	572.07
855.15	572.11
854.79	572.12
855.39	572.15
855.18	571.82
855.09	572.10
854.90	571.83
855.07	571.78
855.21	571.72
855.15	572.09
855.11	572.13
855.29	572.00
855.08	571.99
855.16	572.07
855.52	572.40
855.21	571.97
855.34	571.83
855.29	571.96
855.56	571.61
855.54	571.95
855.26	571.94
855.35	571.47
0.00	0.00
